user_input,faithfulness,context_precision,answer_relevancy,context_recall
既然每个网络设备都有全球唯一的IP地址，为什么在局域网里传输数据时，还必须通过ARP协议去查找设备的MAC地址？,1.0,0.9999999999666667,0.7193955811421308,1.0
现在的网络普遍采用无分类编址（CIDR），这种改变主要是为了解决传统的A类、B类、C类地址存在的什么问题？,0.6521739130434783,0.99999999995,0.5094030015248907,0.5
路由器在计算最短路径时，RIP协议和OSPF协议在交换路由信息的范围和内容上有什么本质区别？,1.0,0.99999999995,0.734424530997217,1.0
很多在线视频会议和实时游戏底层使用的是UDP协议而不是TCP协议，TCP既然能保证数据不丢失，为什么不全都用TCP？,0.7096774193548387,0.9999999999666667,0.7975146028587035,0.75
"TCP建立连接时必须要进行""三次握手""，如果简化成""两次握手""，也就是客户端发送请求、服务器回复确认就建立连接，会产生什么严重的后果？",0.21621621621621623,0.0,0.8040152029702985,0.0
"TCP的拥塞控制里有个""慢开始""算法，既然叫慢开始，为什么网络带宽允许的时候它发送数据的窗口大小增长得反而非常快？",0.9545454545454546,0.5833333333041666,0.8042646255090024,1.0
在浏览器输入网址后需要通过DNS解析IP地址，本地域名服务器在向根域名服务器查询时，通常采用迭代查询而不是递归查询，这是出于什么考虑？,0.38461538461538464,0.9999999999,0.7815483332238973,0.5
HTTP协议本身被设计成无状态的，在电商网站购物时，服务器是如何记住用户的登录状态和购物车信息的？,0.7916666666666666,0.8333333332916666,0.5397206736269992,1.0
在网络安全传输中，公钥密码体制（非对称加密）比对称密钥体制更安全，为什么现在HTTPS等协议还要把这两种加密方式混合起来使用？,0.5333333333333333,0.9999999999,0.8116973612966897,0.0
写代码时经常用数组存数据，为什么还要发明链表这种结构？数组有什么局限性？,0.896551724137931,0.8333333332916666,0.7166450418976416,1.0
栈这种数据结构只能在同一端进行插入和删除，这种后进先出的限制在实际开发中有什么具体用途？,0.5454545454545454,0.249999999975,0.5974907151811717,0.5
队列是先进先出的结构，普通队列在数组装满但头部还有空闲时会报错，如何解决这种假溢出问题？,0.9565217391304348,0.9999999999666667,0.8483603703470136,1.0
KMP算法在做字符串匹配时，为什么比普通的暴力匹配方法快那么多？它省略了哪些步骤？,0.96875,0.99999999995,0.8438385136413649,1.0
二叉树有前序、中序、后序好几种遍历方式，区分这几种遍历方式的标准是什么？,1.0,0.9999999999666667,0.6736901313484799,1.0
"线索二叉树里面说的""线索""到底是指什么？把普通二叉树变成线索二叉树有什么好处？",0.9166666666666666,0.999999999975,0.6044009004362277,0.75
图的深度优先搜索（DFS）和广度优先搜索（BFS）在遍历思路上有什么本质的不同？,0.7272727272727273,0.6388888888675925,0.7603111919375708,0.5
在铺设通信网络时，想要用最低的成本把所有城市连起来，数据结构中用什么算法可以解决这种问题？,1.0,0.9166666666361111,0.8049419084178574,0.3333333333333333
哈希表（散列表）宣称能实现非常快的数据查找，它内部是怎么做到直接找到数据位置的？,0.9130434782608695,0.99999999995,0.6118714147826849,1.0
快速排序被称为最快的内部排序算法之一，它的核心排序思想是怎么样的？,0.6190476190476191,0.19999999998,0.6498090661747719,0.3333333333333333
数据库的事务到底是什么？为什么转账这种操作一定要用事务来处理？,1.0,0.999999999975,0.6761796493513761,1.0
给数据库表建索引能让查询变快，索引底层是怎么做到的？有没有什么缺点？,0.96,0.9166666666361111,0.6317886809398945,1.0
设计数据库表的时候经常提到要符合第三范式（3NF），这是为了解决什么问题？如果不遵循会怎样？,1.0,0.5833333333041666,0.7440136073673238,1.0
在动手写SQL建表之前，为什么要先画E-R图？实体和联系是怎么转换成真正的数据库表的？,0.9629629629629629,0.699999999965,0.2562021415843079,0.5
写SQL查询时经常用到内连接（Inner Join）和左连接（Left Join），这两者在匹配数据时有什么根本的区别？,1.0,0.99999999995,0.7904210110540113,1.0
多个用户同时修改数据库里的同一行数据时很容易出错，数据库是怎么解决这种并发冲突的？,1.0,0.5833333333041666,0.7232564409210349,0.0
数据库里的视图（View）和普通的物理表有什么不一样？建视图有什么实际用处？,0.9230769230769231,0.7345238095115675,0.6751869536757145,1.0
触发器这个功能听起来很自动化，它一般用在什么样的业务场景下？,0.9642857142857143,0.9999999999666667,0.4253665823336045,0.6666666666666666
设计表结构时，主键和唯一索引都能保证某一列的数据不重复，它们之间到底有什么区别？,0.896551724137931,0.9999999999666667,0.6602821433175387,0.5
课本里讲的关系代数理论，比如选择、投影、连接，这些数学符号和我们平时写的SQL语句是什么关系？,0.9333333333333333,0.9999999999,0.0,0.0
